workbook_record_id,year,title,author_list,venue,engine,citation_count,h5_index,mean_citation,quartile,quality_signal_available,title_stage_decision,abstract_keyword_stage_decision,post_abstract_decision,quality_decision,survey_decision,nids_scope_decision,access_decision,selected_for_detailed_review,retained_for_taxonomy_mapping,taxonomy_mapping_status,included_in_final_primary_corpus,source_sheet
1,2022,adversarial machine learning for network intrusion detection: a comparative study,"['h jmila', 'mi khedher']",computer networks,google,86,68,28.666666666666671,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_not_in_final_corpus,no,journals
6,2022,adversarial attacks against supervised machine learning based network intrusion detection systems,"['e alshahrani', 'd alghazzawi', 'r alotaibi', 'o rabie']",plos one,google,37,,12.33333333333333,Q1,quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
10,2022,an enhanced ai-based network intrusion detection system using generative adversarial networks,"['c park', 'j lee', 'y kim', 'jg park', 'h kim']",ieee internet of things journal,google,162,,54,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
11,2022,manda: on adversarial example detection for network intrusion detection system,"['n wang', 'y chen', 'y xiao', 'y hu', 'w lou']",ieee transactions on dependable and secure computing,google,103,,34.333333333333343,Q1,quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
12,2024,apollon: a robust defense system against adversarial machine learning attacks in intrusion detection systems,"['a paya', 's arroni', 'v garcía-díaz', 'a gómez']",computers and security,google,52,64,52,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
13,2023,a gradient-based approach for adversarial attack on deep learning-based network intrusion detection systems,"['h mohammadian', 'aa ghorbani', 'ah lashkari']",applied soft computing journal,google,44,103,22,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
14,2024,a simple framework to enhance the adversarial robustness of deep learning-based intrusion detection system,"['x yuan', 's han', 'w huang', 'h ye', 'x kong', 'f zhang']",computers and security,google,22,64,22,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
16,2023,development of a machine-learning intrusion detection system and testing of its performance using a generative adversarial network,"['ag mari', 'd zinca', 'v dobrota']",sensors,google,28,126,14,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
17,2024,enhancing network intrusion detection performance using generative adversarial networks,"['x zhao', 'kw fok', 'vll thing']",computers and security,google,11,64,11,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
18,2023,aidtf: adversarial training framework for network intrusion detection,"['wd xiong', 'kl luo', 'r li']",computers and security,google,13,64,6.5,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
22,2023,tmg-gan: generative adversarial networks-based imbalanced learning for network intrusion detection,"['h ding', 'y sun', 'n huang', 'z shen']",ieee transactions on information forensics and security,google,37,,18.5,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
25,2024,nids-vis: improving the generalized adversarial robustness of network intrusion detection system,"['k he', 'dd kim', 'mr asghar']",computers and security,google,3,64,3,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
26,2023,synthetic attack data generation model applying generative adversarial network for intrusion detection,"['v kumar', 'd sinha']",computers and security,google,72,64,36,Q1,h5-index+quartile,maybe_include,exclude,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
30,2022,imbalanced data classification: a knn and generative adversarial networks-based hybrid approach for intrusion detection,"['h ding', 'l chen', 'l dong', 'z fu', 'x cui']",future generation computer systems,google,178,115,59.333333333333343,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
31,2023,sok: realistic adversarial attacks and defenses for intelligent network intrusion detection,"['j vitorino', 'i praça', 'e maia']",computers and security,google,26,64,13,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_not_in_final_corpus,no,journals
33,2023,a comprehensive survey of generative adversarial networks (gans) in cybersecurity intrusion detection,"['a dunmore', 'j jang-jaccard', 'f sabrina', 'j kwak']",ieee access,google,60,164,30,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
35,2023,raids: robust autoencoder-based intrusion detection system model against adversarial attacks,"['a sarıkaya', 'bg kılıç', 'm demirci']",computers and security,google,23,64,11.5,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
36,2024,untargeted white-box adversarial attack with heuristic defence methods in real-time deep learning based network intrusion detection system,"['k roshan', 'a zafar', 'sbu haque']",computer communications,google,34,59,34,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
47,2024,an intrusion detection method combining variational auto-encoder and generative adversarial networks,"['z li', 'c huang', 'w qiu']",computer networks,google,5,68,5,Q1,h5-index+quartile,maybe_include,exclude,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
49,2023,sgan-ids: self-attention-based generative adversarial network against intrusion detection systems,"['s aldhaheri', 'a alhuzali']",sensors,google,16,126,8,Q1,h5-index+quartile,maybe_include,exclude,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
52,2023,enhancing the sustainability of deep-learning-based network intrusion detection classifiers against adversarial attacks,"['a alotaibi', 'ma rassam']",sustainability,google,9,,4.5,Q1,quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
54,2023,an imbalanced generative adversarial network-based approach for network intrusion detection in an imbalanced dataset,"['yn rao', 'k suresh babu']",sensors,google,51,126,25.5,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
56,2023,conditional tabular generative adversarial based intrusion detection system for detecting ddos and dos attacks on the internet of things networks,"['ba alabsi', 'm anbar', 'sda rihan']",sensors,google,28,126,14,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
58,2023,scalable anomaly-based intrusion detection for secure internet of things using generative adversarial networks in fog environment,"['w yao', 'h shi', 'h zhao']",journal of network and computer applications,google,34,96,17,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
63,2023,efficient intrusion detection using multi-player generative adversarial networks (gans): an ensemble-based deep learning architecture,"['r soleymanzadeh', 'r kashef']",neural computing and applications,google,19,,9.5,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
64,2023,a data balancing approach based on generative adversarial network,"['l yuan', 's yu', 'z yang', 'm duan', 'k li']",future generation computer systems,google,28,115,14,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
65,2023,network intrusion detection system based on an adversarial auto-encoder with few labeled training samples,['k shiomoto'],journal of network and systems management,google,12,,6,Q1,quartile,maybe_include,exclude,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
67,2024,boosting robustness of network intrusion detection systems: a novel two phase defense strategy against untargeted white-box optimization adversarial attack,"['mk roshan', 'a zafar']",expert systems with applications,google,10,118,10,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
72,2024,adversarial attacks on intrusion detection systems in in-vehicle networks of connected and autonomous vehicles,"['f aloraini', 'a javed', 'o rana']",sensors,google,5,126,5,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,not_nids,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
78,2022,black box attack and network intrusion detection using machine learning for malicious traffic,"['y zhu', 'l cui', 'z ding', 'l li', 'y liu', 'z hao']",computers and security,google,24,64,8,Q1,h5-index+quartile,maybe_include,include,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
84,2022,adversarial attacks for intrusion detection based on bus traffic,"['d he', 'j dai', 'x liu', 's zhu', 's chan', 'm guizani']",ieee network,google,7,76,2.333333333333333,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,not_nids,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
89,2024,multi-source refined adversarial domain adaptation with transfer complementarity infusion for iot intrusion detection under limited samples,"['k li', 'w ma', 'h duan', 'h xie']",expert systems with applications,google,3,118,3,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,no,not_selected_for_taxonomy_mapping,no,journals
93,2022,tada: a transferable domain-adversarial training for smart grid intrusion detection based on ensemble divergence metrics and spatiotemporal features,"['p liao', 'j yan', 'jm sellier', 'y zhang']",energies,google,7,,2.333333333333333,Q1,quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,not_nids,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
94,2024,a sequential deep learning framework for a robust and resilient network intrusion detection system,"['s hore', 'j ghadermazi', 'a shah', 'nd bastian']",computers and security,google,10,64,10,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
99,2023,an adversarial domain adaptation approach combining dual domain pairing strategy for iot intrusion detection under few-shot samples,"['w ma', 'r liu', 'k li', 's yan', 'j guo']",information sciences,google,15,113,7.5,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,no,not_selected_for_taxonomy_mapping,no,journals
107,2025,multi-view consistent generative adversarial network for enhancing intrusion detection with prevention systems in mobile ad hoc networks against security attacks,"['m rajkumar', 'j karthika']",computers and security,google,1,64,inf,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
112,2023,the robust scheme for intrusion detection system in internet of things,"['dt nguyen', 'kh le']",internet of things,google,14,,7,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
133,2022,fgmd: a robust detector against adversarial attacks in the iot network,"['h jiang', 'j lin', 'h kang']",future generation computer systems,google,55,115,18.333333333333329,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
134,2022,detecting in-vehicle intrusion via semi-supervised learning-based convolutional adversarial autoencoders,"['tn hoang', 'd kim']",vehicular communications,google,58,36,19.333333333333329,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
141,2023,anomaly-based intrusion on iot networks using aigan-a generative adversarial network,"['z liu', 'j hu', 'y liu', 'k roy', 'x yuan', 'j xu']",ieee access,google,15,164,7.5,Q1,h5-index+quartile,maybe_include,exclude,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
142,2024,revolutionizing intrusion detection in industrial iot with distributed learning and deep generative techniques,"['d hamouda', 'ma ferrag', 'n benhamida', 'h seridi']",internet of things,google,19,,19,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
143,2023,a soft actor-critic reinforcement learning algorithm for network intrusion detection,"['z li', 'c huang', 's deng', 'w qiu', 'x gao']",computers and security,google,14,64,7,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
145,2025,nids-da: detecting functionally preserved adversarial examples for network intrusion detection system using deep autoencoders,"['v kumar', 'k kumar', 'm singh', 'n kumar']",expert systems with applications,google,1,118,inf,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
152,2023,fed-anids: federated learning for anomaly-based network intrusion detection systems,"['mj idrissi', 'h alami', 'a el mahdaouy', 'a el mekki']",expert systems with applications,google,99,,49.5,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
153,2023,di-nids: domain invariant network intrusion detection system,"['s layeghy', 'm baktashmotlagh', 'm portmann']",knowledge-based systems,google,30,96,15,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
156,2024,apelid: enhancing real-time intrusion detection with augmented wgan and parallel ensemble learning,"['hv vo', 'hp du', 'hn nguyen']",computers and security,google,27,64,27,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
163,2024,drl-gan: a hybrid approach for binary and multiclass network intrusion detection,"['c strickland', 'm zakar', 'c saha', 's soltani nejad']",sensors,google,11,126,11,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
176,2024,proids: a segmentation and segregation-based process-level intrusion detection system for securing critical infrastructures,"['v maurya', 'sk shukla']",computers in industry,google,1,64,1,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
179,2022,a systematic literature review of methods and datasets for anomaly-based network intrusion detection,"['z yang', 'x liu', 't li', 'd wu', 'j wang', 'y zhao', 'h han']",computers and security,google,262,64,87.333333333333329,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
182,2022,generating realistic cyber data for training and evaluating machine learning classifiers for network intrusion detection systems,"['m chalé', 'nd bastian']",expert systems with applications,google,44,118,14.66666666666667,Q1,h5-index+quartile,maybe_include,exclude,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
185,2022,manomaly: mutual adversarial networks for semi-supervised anomaly detection,"['l zhang', 'x xie', 'k xiao', 'w bai', 'k liu', 'p dong']",information sciences,google,33,113,11,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
190,2022,cgan-based collaborative intrusion detection for uav networks: a blockchain-empowered distributed federated learning approach,"['x he', 'q chen', 'l tang', 'w wang']",ieee internet of things journal,google,73,,24.333333333333329,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
196,2022,effect of balancing data using synthetic data on the performance of machine learning classifiers for intrusion detection in computer networks,"['as dina', 'ab siddique', 'd manivannan']",ieee access,google,78,164,26,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
202,2023,anomaly based network intrusion detection for iot attacks using deep learning technique,"['b sharma', 'l sharma', 'c lal', 's roy']",computers and electrical engineering,google,155,,77.5,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
203,2023,federated-learning-empowered semi-supervised active learning framework for intrusion detection in zsm,"['f naeem', 'm ali', 'g kaddoum']",ieee communications magazine,google,38,131,19,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
210,2022,anomaly detection in industrial iot using distributional reinforcement learning and generative adversarial networks,"['h benaddi', 'm jouhari', 'k ibrahimi', 'j ben othman']",sensors,google,52,126,17.333333333333329,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
212,2022,omni: automated ensemble with unexpected models against adversarial evasion attack,"['r shu', 't xia', 'l williams', 't menzies']",empirical software engineering,google,20,,6.666666666666667,Q1,quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,journals
214,2024,hda-ids: a hybrid dos attacks intrusion detection system for iot by using semi-supervised cl-gan,"['s li', 'y cao', 's liu', 'y lai', 'y zhu', 'n ahmad']",expert systems with applications,google,52,,52,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
219,2022,intrusion detection in the iot under data and concept drifts: online deep learning approach,['oa wahab'],ieee internet of things journal,google,127,122,42.333333333333343,Q1,h5-index+quartile,maybe_include,exclude,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
220,2024,deep learning-based network intrusion detection in smart healthcare enterprise systems,['v ravi'],multimedia tools and applications,google,11,,11,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
226,2023,eifdaa: evaluation of an ids with function-discarding adversarial attacks in the iiot,"['s li', 'j wang', 'y wang', 'g zhou', 'y zhao']",heliyon,google,12,48,6,Q1,h5-index+quartile,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,not_nids,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
228,2023,a review on challenges and future research directions for machine learning-based intrusion detection system,"['a thakkar', 'r lohiya']",archives of computational methods in engineering,google,31,,15.5,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
232,2023,graph neural networks for intrusion detection: a survey,"['t bilot', 'n el madhoun', 'k al agha', 'a zouaoui']",ieee access,google,84,164,42,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
233,2023,anti-attack intrusion detection model based on mpnn and traffic spatiotemporal characteristics,"['j lu', 'j lan', 'y huang', 'm song', 'x liu']",journal of grid computing,google,8,,4,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
241,2023,gan-ae: an unsupervised intrusion detection system for mqtt networks,"['tk boppana', 'p bagade']",engineering applications of artificial intelligence,google,53,65,26.5,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
245,2022,cross-domain industrial intrusion detection deep model trained with imbalanced data,"['y chen', 's su', 'd yu', 'h he', 'x wang']",ieee internet of things journal,google,15,,5,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
250,2023,survey on intrusion detection systems based on machine learning techniques for the protection of critical infrastructure,"['a pinto', 'lc herrera', 'y donoso', 'ja gutierrez']",sensors,google,77,126,38.5,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
263,2023,privacy-preserving collaborative intrusion detection in edge of internet of things: a robust and efficient deep generative learning approach,"['w yao', 'h zhao', 'h shi']",ieee internet of things journal,google,10,122,5,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
264,2022,divergence-based transferability analysis for self-adaptive smart grid intrusion detection with transfer learning,"['p liao', 'j yan', 'jm sellier', 'y zhang']",ieee access,google,15,164,5,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
270,2024,syn-gan: a robust intrusion detection system using gan-based synthetic data for iot security,"['s rahman', 's pal', 's mittal', 't chawla', 'c karmakar']",internet of things,google,12,,12,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
276,2025,mft: a novel memory flow transformer efficient intrusion detection method,"['x jiang', 'l xu', 'l yu', 'x fang']",computers and security,google,1,64,inf,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
277,2024,honey-block: edge assisted ensemble learning model for intrusion detection and prevention using defense mechanism in iot,"['e ntizikira', 'l wang', 'j chen', 'k saleem']",computer communications,google,11,59,11,Q1,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
283,2022,nidd: an intelligent network intrusion detection model for nursing homes,"['f zhou', 'x du', 'w li', 'z lu', 'j wu']",journal of cloud computing,google,9,,3,Q1,quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,journals
