workbook_record_id,year,title,author_list,venue,engine,citation_count,h5_index,mean_citation,quartile,quality_signal_available,title_stage_decision,abstract_keyword_stage_decision,post_abstract_decision,quality_decision,survey_decision,nids_scope_decision,access_decision,selected_for_detailed_review,retained_for_taxonomy_mapping,taxonomy_mapping_status,included_in_final_primary_corpus,source_sheet
0,2023,adversarial machine learning for network intrusion detection systems: a comprehensive survey,"['k he', 'dd kim', 'mr asghar']",ieee communications surveys & tutorials,google,243,,121.5,,none,include,not_reviewed_at_this_stage,include,pass,survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_not_in_final_corpus,no,unranked
2,2023,tad: transfer learning-based multi-adversarial detection of evasion attacks against network intrusion detection systems,"['i debicha', 'r bauwens', 't debatty', 'jm dricot']",future generation computer systems,google,52,,26,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
3,2022,idsgan: generative adversarial networks for attack generation against intrusion detection,"['z lin', 'y shi', 'z xue']",pacific-asia conference on knowledge discovery and data mining,google,437,,145.66666666666671,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
4,2022,adversarial attacks against deep learning-based network intrusion detection systems and defense mechanisms,"['c zhang', 'x costa-perez']",ieee/acm transactions on networking,google,109,,36.333333333333343,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
7,2022,modeling realistic adversarial attacks against network intrusion detection systems,"['g apruzzese', 'm andreolini', 'l ferretti']",… threats: research and …,google,143,,47.666666666666657,,none,include,not_reviewed_at_this_stage,include,pass,survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_not_in_final_corpus,no,unranked
8,2023,automatic evasion of machine learning-based network intrusion detection systems,"['h yan', 'x li', 'w zhang', 'r wang', 'h li']",transactions on dependable and secure computing,google,17,,8.5,,none,maybe_include,include,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
9,2022,investigating the practicality of adversarial evasion attacks on network intrusion detection,"['ma merzouk', 'f cuppens', 'n boulahia-cuppens']",annals of telecommunications,google,33,,11,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
15,2022,adversarial training against adversarial attacks for machine learning-based intrusion detection systems.,"['ms haroon', 'hm ali']","computers, materials & continua",google,11,,3.666666666666667,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,nids,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
21,2022,adversarial examples for network intrusion detection systems,"['r sheatsley', 'n papernot', 'mj weisman']",journal of computer security,google,36,,12,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,nids,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
23,2023,towards adversarial realism and robust learning for iot intrusion detection and classification,"['j vitorino', 'i praça', 'e maia']",annals of telecommunications,google,32,,16,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
24,2022,functionality-preserving adversarial machine learning for robust classification in cybersecurity and intrusion detection domains: a survey,"['a mccarthy', 'e ghadafi', 'p andriotis', 'p legg']",journal of cybersecurity and privacy,google,55,,18.333333333333329,,none,maybe_include,include,include,pass,survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_not_in_final_corpus,no,unranked
28,2023,a quantum generative adversarial network-based intrusion detection system,"['ma rahman', 'h shahriar', 'v clincy']",ieee …,google,15,,7.5,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
29,2023,investigating on the robustness of flow-based intrusion detection system against adversarial samples using generative adversarial networks,"['pt duy', 'nh khoa', 'h do hoang', 'vh pham']",journal of information security and Applications,google,20,,10,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
32,2022,intrusion detection system in wireless sensor network using conditional generative adversarial network,"['t sood', 's prakash', 's sharma', 'a singh']",wireless personal …,google,34,,11.33333333333333,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
34,2022,an unsupervised generative adversarial network based-host intrusion detection system for internet of things devices,"['i idrissi', 'm azizi', 'o moussaoui']",indones. j. electr. eng. comput. sci,google,42,,14,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
37,2023,adv-bot: realistic adversarial botnet attacks against network intrusion detection systems,"['i debicha', 'b cochez', 't kenaza', 't debatty', 'jm dricot']",computers & security,google,36,,18,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
39,2023,a novel deep learning based model to defend network intrusion detection system against adversarial attacks,"['k roshan', 'a zafar', 'sbu haque']",international conference on computing for sustainable global development,google,20,,10,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
40,2022,n-gan: a novel anomaly-based network intrusion detection with generative adversarial networks,"['as iliyasu', 'h deng']",international journal of information technology,google,33,,11,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
42,2024,towards realistic problem-space adversarial attacks against machine learning in network intrusion detection,"['m catillo', 'a pecchia', 'a repola', 'u villano']","International Conference on Availability, Reliability and Security",google,3,,3,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
43,2024,canederli: on the impact of adversarial training and transferability on can intrusion detection systems,"['f marchiori', 'm conti']",ACM Workshop on Wireless Security and Machine Learning,google,2,,2,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
44,2022,a stable generative adversarial network architecture for network intrusion detection,"['r soleymanzadeh', 'r kashef']",ieee international …,google,13,,4.333333333333333,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
46,2022,an adversarial approach for intrusion detection using hybrid deep learning model,"['m asaduzzaman', 'mm rahman']",… international conference on …,google,9,,3,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
48,2024,generating practical adversarial examples against learning-based network intrusion detection systems,"['v kumar', 'k kumar', 'm singh']",annals of telecommunications,google,4,,4,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
51,2023,a case study with cicids2017 on the robustness of machine learning against adversarial attacks in intrusion detection,"['m catillo', 'a del vecchio', 'a pecchia']","international conference on availability, reliability and security",google,5,,2.5,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
53,2024,progen: projection-based adversarial attack generation against network intrusion detection,"['m wang', 'n yang', 'nj forcade-perkins']",IEEE Transactions on Information Forensics and Security,google,5,,5,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
55,2024,exploring generative adversarial networks for augmenting network intrusion detection tasks,"['mg constantin', 'dc stanciu', 'ld ştefan']",acm transactions on …,google,3,,3,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
66,2022,gvids: a reliable vehicle intrusion detection system based on generative adversarial network,"['y zhao', 'y xun', 'j liu', 's ma']",globecom-ieee …,google,9,,3,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
68,2022,advances in adversarial attacks and defenses in intrusion detection system: a survey,"['m mbow', 'k sakurai', 'h koide']",… conference on science of cyber security,google,9,,3,,none,exclude,not_reviewed_at_this_stage,exclude,pass,survey,nids,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
69,2023,an adversarial robustness benchmark for enterprise network intrusion detection,"['j vitorino', 'm silva', 'e maia', 'i praça']",International Symposium on Foundations and Practice of Security,google,4,,2,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
71,2024,a robust snmp-mib intrusion detection system against adversarial attacks,"['y alslman', 'm alkasassbeh', 'm almseidin']",Arabian Journal for Science and Engineering,google,5,,5,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
75,2024,constraining adversarial attacks on network intrusion detection systems: transferability and defense analysis,"['n alhussien', 'a aleroud', 'a melhem']",IEEE Transactions on Network and Service Management,google,5,,5,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
76,2024,poisoning and evasion: deep learning-based nids under adversarial attacks,"['h mohammadian', 'ah lashkari']","Annual International Conference on Privacy, Security and Trust (PST)",google,3,,3,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
77,2022,network intrusion detection for smart infrastructure using multi-armed bandit based reinforcement learning in adversarial environment,"['zua tariq', 'e baccour', 'a erbad']",international conference on cyber warfare and security (iccws),google,11,,3.666666666666667,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
80,2022,block chain fostered cycle‐consistent generative adversarial network framework espoused intrusion detection for protecting iot network,"['g sugitha', 'a solairaj', 'j suresh']",transactions on emerging …,google,23,,7.666666666666667,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
81,2024,intrusion detection with federated learning and conditional generative adversarial network in satellite-terrestrial integrated networks,"['w jiang', 'h han', 'y zhang', 'j mu', 'a shankar']",mobile networks and …,google,4,,4,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
82,2023,improving the robustness of dnns-based network intrusion detection systems through adversarial training,"['e lella', 'n macchiarulo', 'a pazienza']",… on smart and …,google,4,,2,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
83,2022,flowadgan: adversarial learning for deep anomaly network intrusion detection,"['p wang', 'z li', 'x zhou', 'c su', 'w wang']",International Workshop on Security and Trust Management,google,6,,2,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,nids,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
85,2022,statistical detection of adversarial examples in blockchain-based federated forest in-vehicle network intrusion detection systems,"['i aliyu', 's van engelenburg', ""mb mu'azu"", 'j kim']",ieee access,google,22,,7.333333333333333,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
86,2023,adversarial attack of ml-based intrusion detection system on in-vehicle system using gan,"['e seo', 'j kim', 'w lee', 'j seok']",fourteenth international …,google,5,,2.5,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
87,2022,an approach to improve the robustness of machine learning based intrusion detection system models against the carlini-wagner attack,"['m pujari', 'bp cherukuri', 'ay javaid']",ieee international conference on cyber security and resilience (csr),google,17,,5.666666666666667,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
88,2022,domain adversarial neural network-based intrusion detection system for in-vehicle network variant attacks,"['j wei', 'y chen', 'y lai', 'y wang']",ieee communications …,google,11,,3.666666666666667,,none,maybe_include,exclude,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
91,2024,rigorous evaluation of machine learning-based intrusion detection against adversarial attacks,"['o gungor', 'e li', 'z shang', 'y guo', 'j chen']",International Conference on Cyber Security and Resilience,google,3,,3,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
92,2023,feddef: defense against gradient leakage in federated learning-based network intrusion detection systems,"['j chen', 'y zhao', 'q li', 'x feng']",ieee transactions on information forensics and security,google,18,,9,,none,maybe_include,include,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
95,2023,on evasion of machine learning-based intrusion detection in smart grids,"['a mumrez', 'g sánchez', 'g elbez']","IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids (SmartGridComm)",google,3,,1.5,,none,maybe_include,include,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
98,2024,roldef: robust layered defense for intrusion detection against adversarial attacks,"['o gungor', 't rosing', 'b aksanli']","Design, Automation & Test in Europe Conference & Exhibition (DATE)",google,3,,3,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
100,2024,towards developing generative adversarial networks based robust intrusion detection systems for imbalanced dataset using hadoop-pyspark,"['ma rahman', 'h shahrier']",the international conference on innovations in …,google,4,,4,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
101,2023,evaluating the robustness of automotive intrusion detection systems against evasion attacks,"['s longari', 'f noseda', 'm carminati', 's zanero']","International Symposium on Cyber Security, Cryptology, and Machine Learning",google,4,,2,,none,maybe_include,include,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
102,2022,strengthening intrusion detection system for adversarial attacks: improved handling of imbalance classification problem,"['c pimsarn', 't boongoen', 'n iam-on', 'n naik']",complex & intelligent …,google,7,,2.333333333333333,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
103,2022,evading deep reinforcement learning-based network intrusion detection with adversarial attacks,"['ma merzouk', 'j delas', 'c neal', 'f cuppens']","International Conference on Availability, Reliability and Security",google,4,,1.333333333333333,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_publicly_accessible,no,no,not_selected_for_taxonomy_mapping,no,unranked
104,2024,an adaptive federated learning intrusion detection system based on generative adversarial networks under the internet of things,"['h zhao', 'l liu', 'f fan', 'h zhang', 'y ma']",… and machine learning,google,4,,4,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
105,2024,an adversarial environment reinforcement learning-driven intrusion detection algorithm for internet of things,"['c mahjoub', 'm hamdi', 'ri alkanhel', 's mohamed']",EURASIP Journal on Wireless Communications and Networking,google,2,,2,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
106,2024,poisoning the well: adversarial poisoning on ml-based software-defined network intrusion detection systems,"['t das', 'rm shukla', 's sengupta']",IEEE Transactions on Network Science and Engineering,google,3,,3,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
109,2022,federated intrusion detection on non-iid data for iiot networks using generative adversarial networks and reinforcement learning,"['nh quyen', 'pt duy', 'nc vy', 'dtt hien']",… conference on information …,google,6,,2,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
111,2022,intrusion detection based on generative adversarial network of reinforcement learning strategy for wireless sensor networks,"['j tu', 'w ogola', 'd xu', 'w xie']",int. j. circuits syst. signal process,google,6,,2,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
113,2024,adversarial machine learning in the context of network security: challenges and solutions,"['m khan', 'l ghafoor']",journal of computational intelligence and …,google,134,,134,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
114,2024,conditional generative adversarial network for intrusion detection system based on deep learning,"['z huang', 'y xiang']",international conference on …,google,1,,1,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
115,2023,breaching the defense: investigating fgsm and ctgan adversarial attacks on iec 60870-5-104 ai-enabled intrusion detection systems,"['dc asimopoulos', 'p radoglou-grammatikis']",proceedings of the …,google,10,,5,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
116,2023,a deep learning based semi-supervised network intrusion detection system robust to adversarial attacks,"['smm rashid', 'm toufikuzzaman']","International Conference on Networking, Systems and Security",google,2,,1,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
117,2024,defending the defender: detecting adversarial examples for network intrusion detection systems,"['d khettaf', 'l bouzar-benlabiod']","International Conference on Availability, Reliability and Security",google,4,,4,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_publicly_accessible,no,no,not_selected_for_taxonomy_mapping,no,unranked
118,2024,adversarial learning for intrusion detection in wireless sensor networks: a gan approach,"['s kalyanaraman', 's ponnusamy', 's saju']",Enhancing Security in Public Spaces Through Generative Adversarial Networks (GANs),google,4,,4,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
120,2023,realtime intrusion detection in unmanned aerial vehicles using active learning and generative adversarial networks,"['q zeng', 'k barnt', 'l ragan']",ieee …,google,3,,1.5,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
121,2022,a self-supervised adversarial learning approach for network intrusion detection system,"['l deng', 'y zhao', 'h bao']",china cyber security annual conference,google,4,,1.333333333333333,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
123,2024,enhancing intrusion detection through deep learning and generative adversarial network,"['mh rahman', 'l martinez', 'a mishra']",… on electrics and …,google,1,,1,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
124,2023,honeypot intrusion detection system using an adversarial reinforcement learning for industrial control networks,"['a pashaei', 'me akbari', 'mz lighvan']",majlesi journal of …,google,5,,2.5,,none,maybe_include,exclude,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
125,2024,detecting the undetectable: gan-based strategies for network intrusion detection,"['r bhatt', 'g indra']",international journal of information technology,google,5,,5,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
126,2023,the impact of dynamic learning on adversarial attacks in networks (ieee cns 23 poster),"['m el shehaby', 'a matrawy']",ieee conference on …,google,6,,3,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
127,2023,adversarial deep learning in anomaly based intrusion detection systems for iot environments,"['k albulayhi', 'qa al-haija']",International Journal of Wireless and Microwave Technologies,google,2,,1,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
128,2023,sok: pragmatic assessment of machine learning for network intrusion detection,"['g apruzzese', 'p laskov']",ieee european …,google,38,,19,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
129,2024,detection of cyberattacks using bidirectional generative adversarial network,"['r vallabhaneni', 'sa vaddadi', 's pillai']",indonesian journal of …,google,68,,68,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
130,2024,multi-critics generative adversarial networks for imbalanced data in intrusion detection system,"['h wang', 'f kandah']",international conference on smart …,google,1,,1,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
131,2022,intrusion detection method based on improved conditional generative adversarial network,"['y ding', 'w jiang']",international conference on artificial …,google,3,,1,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
132,2022,using ebgan for anomaly intrusion detection,"['y cui', 'w shen', 'j zhang', 'w lu', 'c liu']",… joint conference on …,google,5,,1.666666666666667,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
135,2022,adversarial machine learning attacks and defenses in network intrusion detection systems,"['af mukeri', 'dp gaikwad']",International Journal of Wireless and Microwave Technologies (IJWMT),google,4,,1.333333333333333,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,nids,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
136,2023,a wasserstein gan-based framework for adversarial attacks against intrusion detection systems,"['f cui', 'q ye', 'p kibenge-macleod']",EEE International Conference on Communications,google,5,,2.5,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,unranked
137,2023,network intrusion detection system using reinforcement learning techniques,"['m malik', 'ks saini']",international conference on circuit …,google,3,,1.5,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
138,2023,adversarial defense: a gan-if based cyber-security model for intrusion detection in software piracy,"['u kumaran', 's thangam', 'tn prabhakar']","Journal of Wireless Mobile Networks, Ubiquitous Computing, and Dependable Applications",google,4,,2,,none,include,not_reviewed_at_this_stage,include,fail,not_survey,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
139,2022,dp-ada: differentially private adversarial domain adaptation for training deep learning based network intrusion detection systems,"['a singla', 'e bertino']",ieee international Conference on Collaboration and Internet Computing (CIC),google,3,,1,,none,include,not_reviewed_at_this_stage,include,pass,not_survey,nids,not_reviewed_at_this_stage,yes,no,not_selected_for_taxonomy_mapping,no,unranked
140,2023,generative adversarial network and bayesian optimization in multi-class support vector machine for intrusion detection system,"['ak pandey', 'p singh', 'd jain', 'ak sharma', 'a jain']",int. j. intell. eng …,google,5,,2.5,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
144,2023,anomaly-based intrusion detection system for in-flight and network security in uav swarm,"['lm da silva', 'ig ferrão', 'c dezan']",international …,google,24,,12,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
146,2023,a multi-agent intrusion detection system optimized by a deep reinforcement learning approach with a dataset enlarged using a generative model to reduce the …,"['m mouyart', 'g medeiros machado', 'jy jun']",journal of sensor and …,google,7,,3.5,,none,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,unranked
