workbook_record_id,year,title,author_list,venue,engine,citation_count,h5_index,mean_citation,quartile,quality_signal_available,title_stage_decision,abstract_keyword_stage_decision,post_abstract_decision,quality_decision,survey_decision,nids_scope_decision,access_decision,selected_for_detailed_review,retained_for_taxonomy_mapping,taxonomy_mapping_status,included_in_final_primary_corpus,source_sheet
27,2022,adversarial robust and explainable network intrusion detection systems based on deep learning,"['k sauka', 'gy shin', 'dw kim', 'mm han']",applied sciences,google,28,77,9.3333333333333339,Q3,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
41,2023,a new data-balancing approach based on generative adversarial network for network intrusion detection system,"['m jamoos', 'am mora', 'm alkhanafseh', 'o surakhi']",electronics,google,14,45,7,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
73,2024,adversarial challenges in network intrusion detection systems: research insights and future prospects,"['s ennaji', 'f de gaspari', 'd hitaj', 'a kbidi']",arxiv preprint,google,2,22,2,,h5-index,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_not_in_final_corpus,no,conferences
74,2023,mcgan: modified conditional generative adversarial network (mcgan) for class imbalance problems in network intrusion detection system,"['ks babu', 'yn rao']",applied sciences,google,19,77,9.5,Q3,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
79,2023,review on the feasibility of adversarial evasion attacks and defenses for network intrusion detection systems,"['i debicha', 'b cochez', 't kenaza', 't debatty']",arxiv preprint,google,7,22,3.5,,h5-index,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_not_in_final_corpus,no,conferences
90,2022,a survey on data-driven learning for intelligent network intrusion detection systems,"['g abdelmoumin', 'j whitaker', 'db rawat', 'a rahman']",electronics,google,25,45,8.3333333333333339,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
96,2024,problem space structural adversarial attacks for network intrusion detection systems based on graph neural networks,"['a venturi', 'd stabili', 'm marchetti']",arxiv preprint,google,2,22,2,,h5-index,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,conferences
108,2023,a wasserstein generative adversarial network–gradient penalty-based model with imbalanced data enhancement for network intrusion detection,"['gc lee', 'jh li', 'zy li']",applied sciences,google,8,77,4,Q3,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
110,2023,one-dimensional convolutional wasserstein generative adversarial network based intrusion detection method for industrial control systems,"['z cai', 'h du', 'h wang', 'j zhang', 'y si', 'p li']",electronics,google,4,45,2,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
150,2025,adversarial sample generation based on model simulation analysis in intrusion detection systems,"['j sun', 's yang']",electronics,google,0,45,,Q4,h5-index+quartile,include,not_reviewed_at_this_stage,include,fail,not_survey,nids,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
195,2024,enhancing cyber security in wsn using optimized self-attention-based provisional variational auto-encoder generative adversarial network,"['b meenakshi', 'd karunkuzhali']",computer standards & interfaces,google,14,40,14,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
227,2022,training a bidirectional gan-based one-class classifier for network intrusion detection,"['w xu', 'j jang-jaccard', 't liu', 'f sabrina']",arxiv preprint,google,8,22,2.666666666666667,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
240,2024,a network intrusion detection system based on deep learning in the iot,"['x wang', 'l dai', 'g yang']",the journal of supercomputing,google,6,73,6,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
248,2023,adversarial evasion attacks practicality in networks: testing the impact of dynamic learning,"['m shehaby', 'a matrawy']",arxiv preprint,google,3,22,1.5,,h5-index,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,conferences
257,2024,"enhanced intrusion detection with lstm-based model, feature selection, and smote for imbalanced data","['hr sayegh', 'w dong', 'am al-madani']",applied sciences,google,27,77,27,Q3,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
271,2022,fgan: federated generative adversarial networks for anomaly detection in network traffic,['s das'],arxiv preprint,google,10,22,3.333333333333333,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
281,2022,imids: an intelligent intrusion detection system against cyber threats in iot,"['kh le', 'mh nguyen', 'td tran', 'nd tran']",electronics,google,92,45,30.666666666666671,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
314,2023,spe-acgan: a resampling approach for class imbalance problem in network intrusion detection systems,"['h yang', 'j xu', 'y xiao', 'l hu']",electronics,google,24,45,12,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
324,2024,defense against joint poison and evasion attacks: a case study of derms,"['p roy', 'a al-tawaha', 'r jia', 'l freeman', 'p beling']",arxiv preprint,google,1,22,1,,h5-index,maybe_include,exclude,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
335,2023,advanced egan-ids framework for resilience against adversarial attacks using multi-headed attention module,"['t saravanan', 's deepa', 'p sasikumar']",procedia computer science,google,17,84,8.5,-,h5-index,include,not_reviewed_at_this_stage,include,fail,not_survey,nids,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
339,2022,robustness evaluation of deep unsupervised learning algorithms for intrusion detection systems,"['d nkashama', 'a soltani', 'jc verdier', 'm frappier']",arxiv preprint,google,21,22,7,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
340,2023,better safe than never: a survey on adversarial machine learning applications towards iot environment,"['s alkadi', 's al-ahmadi', 'mmb ismail']",applied sciences,google,13,77,6.5,Q3,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
353,2022,a one-dimensional convolutional neural network (1d-cnn) based deep learning system for network intrusion detection,"['euh qazi', 'a almorjan', 't zia']",applied sciences,google,98,77,32.666666666666657,Q3,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
359,2024,explainable and transferable adversarial attack for ml-based network intrusion detectors,"['h zhang', 'd han', 'y liu', 'z wang', 'j sun']",arxiv preprint,google,3,22,3,,h5-index,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,conferences
360,2024,quantum particle swarm optimized extreme learning machine for intrusion detection,"['h qi', 'x liu', 'a gani', 'c gong']",the journal of supercomputing,google,6,73,6,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
366,2025,deep learning vs. machine learning for intrusion detection in computer networks: a comparative study,"['ml ali', 'k thakur', 's schmeelk', 'j debello', 'd dragos']",applied sciences,google,0,77,,Q3,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
373,2022,toward efficient intrusion detection system using hybrid deep learning approach,['a aldallal'],symmetry,google,36,56,12,Q2,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
397,2024,"a survey on the application of generative adversarial networks in cybersecurity: prospective, direction and open research scopes","['mm arifin', 'ms ahmed', 'tk ghosh', 'ia udoy']",arxiv preprint,google,4,22,4,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
409,2024,gradient boosting classifier performance evaluation using generative adversarial networks,"['p lavanya', 'rp singh', 'u kumaran', 'p kumar']",procedia computer science,google,4,84,4,-,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
422,2024,"explainable ai-based intrusion detection system for industry 5.0: an overview of the literature, associated challenges, the existing solutions, and potential research …","['n khan', 'k ahmad', 'aa tamimi', 'mm alani']",arxiv preprint,google,1,22,1,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
436,2023,deep transfer learning applications in intrusion detection systems: a comprehensive review,"['h kheddar', 'y himeur', 'ai awad']",arxiv preprint,google,16,22,8,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
445,2024,learn-ids: bridging gaps between datasets and learning-based network intrusion detection,"['m wang', 'n yang', 'y guo', 'n weng']",electronics,google,3,45,3,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
456,2022,a review of federated learning in intrusion detection systems for iot,"['a belenguer', 'j navaridas', 'ja pascual']",arxiv preprint,google,41,22,13.66666666666667,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
477,2024,a survey for deep reinforcement learning based network intrusion detection,"['w yang', 'a acuto', 'y zhou', 'd wojtczak']",arxiv preprint,google,2,22,2,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
495,2023,robustness quantification method for network intrusion detection models,"['y zhang', 'q duan', 'g li', 'j wu']",physical communication,google,2,26,1,Q2,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
506,2023,fl-maae: an intrusion detection method for the internet of vehicles based on federated learning and memory-augmented autoencoder,"['l xing', 'k wang', 'h wu', 'h ma', 'x zhang']",electronics,google,11,45,5.5,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
537,2024,novel approach to intrusion detection: introducing gan-mscnn-bilstm with lime predictions,"['a benchama', 'k zebbara']",arxiv preprint,google,2,22,2,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
548,2022,federated ai-enabled in-vehicle network intrusion detection for internet of vehicles,"['j yang', 'j hu', 't yu']",electronics,google,33,45,11,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
571,2023,a reinforcement learning framework with oversampling and undersampling algorithms for intrusion detection system,"['n abedzadeh', 'm jacobs']",applied sciences,google,9,77,4.5,Q3,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
578,2024,"incorporating gradients to rules: towards lightweight, adaptive provenance-based intrusion detection","['l wang', 'x shen', 'w li', 'z li', 'r sekar', 'h liu']",arxiv preprint,google,2,22,2,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
580,2024,network-based intrusion detection for industrial and robotics systems: a comprehensive survey,"['r holdbrook', 'o odeyomi', 's yi', 'k roy']",electronics,google,1,45,1,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
583,2023,adversarial explainability: utilizing explainable machine learning in bypassing iot botnet detection systems,"['mm alani', 'a mashatan', 'a miri']",arxiv preprint,google,2,22,1,,h5-index,maybe_include,include,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,no,not_selected_for_taxonomy_mapping,no,conferences
590,2023,a network intrusion detection method based on domain confusion,"['y qu', 'h ma', 'y jiang', 'y bu']",electronics,google,4,45,2,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
591,2023,safetymed: a novel iomt intrusion detection system using cnn-lstm hybridization,"['n faruqui', 'ma yousuf', 'm whaiduzzaman', 'akm azad']",electronics,google,65,45,32.5,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
600,2024,transformers and large language models for efficient intrusion detection systems: a comprehensive survey,['h kheddar'],arxiv preprint,google,33,22,33,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
641,2022,liuer mihou: a practical framework for generating and evaluating grey-box adversarial attacks against nids,"['k he', 'dd kim', 'j sun', 'jd yoo', 'yh lee']",arxiv preprint,google,9,22,3,,h5-index,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,conferences
655,2022,explainable artificial intelligence for smart grid intrusion detection systems,"['a yayla', 'l haghnegahdar', 'e dincelli']",it professional,google,17,31,5.666666666666667,Q2,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
690,2024,a synergistic approach in network intrusion detection by neurosymbolic ai,"['a bizzarri', 'ce yu', 'b jalaian', 'f riguzzi']",arxiv preprint,google,2,22,2,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
698,2023,intrusion detection based on federated learning: a systematic review,"['jl hernandez-ramos', 'g karopoulos']",arxiv preprint,google,12,22,6,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
705,2024,machine learning-based intrusion detection methods in iot systems: a comprehensive review,"['br kikissagbe', 'm adda']",electronics,google,7,45,7,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
709,2022,explainable artificial intelligence for intrusion detection system,"['s patil', 'v varadarajan', 'sm mazhar', 'a sahibzada']",electronics,google,95,45,31.666666666666671,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
715,2025,enhancing network intrusion detection by employing mondrian forests to achieve multiple attack classification,"['pj chuang', 'py huang']",the journal of supercomputing,google,0,73,,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
753,2022,emsm: ensemble mixed sampling method for classifying imbalanced intrusion detection data,"['i jung', 'j ji', 'c cho']",electronics,google,16,45,5.333333333333333,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
765,2023,a federated network intrusion detection system with multi-branch network and vertical blocking aggregation,"['y wang', 'w zheng', 'z liu', 'j wang', 'h shi', 'm gu', 'y di']",electronics,google,7,45,3.5,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
766,2022,an efficient hyperparameter control method for a network intrusion detection system based on proximal policy optimization,"['h han', 'h kim', 'y kim']",symmetry,google,33,56,11,Q2,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
789,2022,lan intrusion detection using convolutional neural networks,"['h zainel', 'c koçak']",applied sciences,google,11,77,3.666666666666667,Q3,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
798,2023,intrusion detection system based on one-class support vector machine and gaussian mixture model,"['c wang', 'y sun', 's lv', 'c wang', 'h liu', 'b wang']",electronics,google,27,45,13.5,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
803,2022,an interpretable federated learning-based network intrusion detection framework,"['t dong', 's li', 'h qiu', 'j lu']",arxiv preprint,google,23,22,7.666666666666667,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
810,2023,feature importance-based backdoor attack in nsl-kdd,"['j jang', 'y an', 'd kim', 'd choi']",electronics,google,3,45,1.5,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
819,2022,an intrusion detection system for rpl-based iot networks,"['e garcia ribera', 'b martinez alvarez', 'c samuel']",electronics,google,22,45,7.333333333333333,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
822,2024,enhancing tinyml security: study of adversarial attack transferability,"['p shah', 'y govindarajulu', 'p kulkarni']",arxiv preprint,google,4,22,4,,h5-index,maybe_include,exclude,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
843,2023,"tga: a novel network intrusion detection method based on tcn, bigru and attention mechanism","['y song', 'n luktarhan', 'z shi', 'h wu']",electronics,google,32,45,16,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
849,2024,a deep learning approach for intrusion detection systems in cloud computing environments,"['wh aljuaid', 'ss alshamrani']",applied sciences,google,9,77,9,Q3,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
850,2025,se-dwnet: an advanced resnet-based model for intrusion detection with symmetric data distribution,"['k zhang', 'r zheng', 'c li', 's zhang', 'x wu', 's sun', 'j yang']",symmetry,google,0,56,,Q2,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
866,2022,feature subset selection hybrid deep belief network based cybersecurity intrusion detection model,"['k a. alissa', 'h shaiba', 'a gaddah', 'a yafoz', 'r alsini']",electronics,google,5,45,1.666666666666667,Q4,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
880,2024,a review of the duality of adversarial learning in network intrusion: attacks and countermeasures,"['s saini', 'a chennamaneni', 'b sawyerr']",arxiv preprint,google,0,22,0,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
891,2022,generating practical adversarial network traffic flows using nidsgan,"['be zolbayar', 'r sheatsley', 'p mcdaniel']",arxiv preprint,google,32,22,10.66666666666667,,h5-index,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,conferences
901,2024,"comprehensive survey on adversarial examples in cybersecurity: impacts, challenges, and mitigation strategies",['l li'],arxiv preprint,google,3,22,3,,h5-index,maybe_include,exclude,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
913,2022,5g-nidd: a comprehensive network intrusion detection dataset generated over 5g wireless network,"['s samarakoon', 'y siriwardhana', 'p porambage']",arxiv preprint,google,85,22,28.333333333333329,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
920,2023,improving intrusion detection with domain-invariant representation learning in latent space,"['p roy', 't cody', 'h singhal', 'k choi', 'm jin']",arxiv preprint,google,1,22,0.5,,h5-index,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
923,2025,weidetect: weibull distribution-based defense against poisoning attacks in federated learning for network intrusion detection systems,"['a rocha', 'm conti']",arxiv preprint,google,0,22,,,h5-index,include,not_reviewed_at_this_stage,include,not_reviewed_at_this_stage,not_survey,nids,not_reviewed_at_this_stage,yes,yes,selected_for_taxonomy_mapping_final_corpus,yes,conferences
928,2023,explainable artificial intelligence (xai) for intrusion detection and mitigation in intelligent connected vehicles: a review,"['ci nwakanma', 'lac ahakonye', 'jn njoku']",applied sciences,google,126,77,63,Q3,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
933,2024,comparative analysis of deep convolutional neural network—bidirectional long short-term memory and machine learning methods in intrusion detection …,"['m udurume', 'v shakhov', 'i koo']",applied sciences,google,8,77,8,Q3,h5-index+quartile,exclude,not_reviewed_at_this_stage,exclude,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,not_reviewed_at_this_stage,no,no,not_selected_for_taxonomy_mapping,no,conferences
